Waterbody,StationDesc,Storet,DateCollected,County,Smplid,AlgalGroup,Genus,Species,Cell Density,Unit Density,Biovolume,Lat,Long
Chowan River,Chowan Riv,,09/16/21,CHOWAN,14204-2021,Chrysophyceae,Synura,spp.,1815,762,726,36.22452,-76.70686
Chowan River,Chowan Riv,,09/16/21,CHOWAN,14204-2021,Chlorophyta,Tetraedron,trigonum,73,73,3,36.22452,-76.70686
Chowan River,Chowan Riv,,09/16/21,CHOWAN,14204-2021,Euglenophyta,Trachelomonas,spp.,218,218,501,36.22452,-76.70686
Chowan River,Chowan Riv,,09/16/21,CHOWAN,14204-2021,Bacillariophyceae,Undetermined centric,spp.,218,218,31,36.22452,-76.70686
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Bacillariophyceae,Aulacoseira,spp.,145,73,29,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Cyanobacteria,Chroococcus,spp.,145,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Prymnesiophyceae,Chrysochromulina,spp.,109,109,57,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Chrysophyceae,Dinobryon,spp.,1343,1343,101,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Pyrrhophyta,Karlodinium,veneficum,36,36,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Chlorophyta,Kirchneriella,species,145,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Cryptophyta,Komma,caudata,581,581,58,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Chrysophyceae,Mallomonas,caudata,36,36,32,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Chrysophyceae,Ochromonas,spp.,472,472,28,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Chlorophyta,Scenedesmus,quadricauda,145,36,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Pyrrhophyta,Scrippsiella,trochoidea,73,73,50,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Bacillariophyceae,Synedra,spp.,36,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Chlorophyta,Tetraedron,trigonum,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Euglenophyta,Trachelomonas,spp.,36,36,83,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14237-2021,Bacillariophyceae,Undetermined centric,spp.,254,254,36,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Cyanobacteria,Chroococcus,spp.,2178,363,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Euglenophyta,Euglena,spp.,182,182,473,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Cryptophyta,Komma,caudata,545,545,54,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Bacillariophyceae,Navicula,spp.,182,182,36,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Chrysophyceae,Ochromonas,spp.,182,182,11,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Cyanobacteria,Polycystis,firma,3631,182,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Chlorophyta,Scenedesmus,bijuga,726,182,36,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Chlorophyta,Spermatozoopsis,exultans,182,182,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Chlorophyta,Tetraedron,trigonum,363,363,15,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Euglenophyta,Trachelomonas,spp.,182,182,419,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/16/21,CHOWAN,14238-2021,Bacillariophyceae,Undetermined centric,spp.,908,908,127,36.05358,-76.68409
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/30/21,Gates,14314-2021,Cryptophyta,Cryptomonas,spp.,242,242,315,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/30/21,Gates,14314-2021,Chrysophyceae,Dinobryon,spp.,4760,4760,357,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/30/21,Gates,14314-2021,Pyrrhophyta,Heterocapsa,rotundata,81,81,19,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/30/21,Gates,14314-2021,Cryptophyta,Komma,caudata,484,484,48,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/30/21,Gates,14314-2021,Chrysophyceae,Mallomonas,caudata,161,161,142,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/30/21,Gates,14314-2021,Chrysophyceae,Ochromonas,spp.,161,161,10,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/30/21,Gates,14314-2021,Chrysophyceae,Synura,spp.,8391,8391,3356,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/30/21,Gates,14314-2021,Chlorophyta,Tetraedron,trigonum,81,81,3,36.32360,-76.73354
Chowan River,Chowan Riv at CM 16 nr Gatesville,D8356200,09/30/21,Gates,14314-2021,Euglenophyta,Trachelomonas,spp.,242,242,557,36.32360,-76.73354
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Cyanobacteria,Anabaena,spiroides,4357,73,283,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Chlorophyta,Ankistrodesmus,falcatus,36,36,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Bacillariophyceae,Aulacoseira,spp.,145,36,29,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Prymnesiophyceae,Chrysochromulina,spp.,73,73,38,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Chlorophyta,Coelastrum,spp.,73,36,2,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Chrysophyceae,Dinobryon,spp.,472,472,35,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Pyrrhophyta,Gymnodinium,spp.,36,36,14,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Cryptophyta,Komma,caudata,363,363,36,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Chrysophyceae,Mallomonas,caudata,36,36,32,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Cyanobacteria,Polycystis,firma,1452,36,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Chrysophyceae,Synura,spp.,36,36,14,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Euglenophyta,Trachelomonas,spp.,109,109,251,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/30/21,Chowan,14316-2021,Bacillariophyceae,Undetermined centric,spp.,145,145,20,36.20983,-76.72677
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/30/21,Bertie,14318-2021,Bacillariophyceae,Aulacoseira,spp.,73,36,15,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/30/21,Bertie,14318-2021,Chrysophyceae,Dinobryon,spp.,472,472,35,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/30/21,Bertie,14318-2021,Cryptophyta,Komma,caudata,73,73,7,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/30/21,Bertie,14318-2021,Chrysophyceae,Mallomonas,caudata,36,36,32,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/30/21,Bertie,14318-2021,Cyanobacteria,Polycystis,firma,1089,36,0,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/30/21,Bertie,14318-2021,Chlorophyta,Scenedesmus,quadricauda,73,36,4,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/30/21,Bertie,14318-2021,Chrysophyceae,Synura,spp.,145,145,58,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/30/21,Bertie,14318-2021,Euglenophyta,Trachelomonas,spp.,36,36,83,36.04760,-76.69611
Chowan River,Chowan Riv at US 17 at Edenhouse,D9490000,09/30/21,Bertie,14318-2021,Bacillariophyceae,Undetermined centric,spp.,145,145,20,36.04760,-76.69611
Chowan River,Chowan Riv at US 13 at Winton,D6250000,10/21/21,Hertford,14319-2021,Chrysophyceae,Dinobryon,spp.,508,508,38,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,10/21/21,Hertford,14319-2021,Euglenophyta,Euglena,spp.,73,73,190,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,10/21/21,Hertford,14319-2021,Pyrrhophyta,Gymnodinium,spp.,36,36,14,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,10/21/21,Hertford,14319-2021,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.40263,-76.93434
Chowan River,Chowan Riv at US 13 at Winton,D6250000,10/21/21,Hertford,14319-2021,Bacillariophyceae,Undetermined centric,spp.,36,36,5,36.40263,-76.93434
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Bacillariophyceae,Aulacoseira,spp.,436,182,87,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Cyanobacteria,Chroococcus,spp.,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Chrysophyceae,Dinobryon,spp.,36,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Cryptophyta,Komma,caudata,73,73,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Bacillariophyceae,Navicula,spp.,290,290,58,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Chlorophyta,Scenedesmus,quadricauda,145,36,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Chlorophyta,Scenedesmus,bijuga,145,73,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Bacillariophyceae,Skelotonema,potamos,327,36,20,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Chlorophyta,Spermatozoopsis,exultans,109,109,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Bacillariophyceae,Synedra,spp.,218,218,17,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Chlorophyta,Tetraedron,minimum,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Chlorophyta,Tetrastrum,heterocanthum,145,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14320-2021,Bacillariophyceae,Undetermined centric,spp.,581,581,81,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Bacillariophyceae,Aulacoseira,spp.,835,363,167,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Cyanobacteria,Chroococcus,spp.,290,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Chrysophyceae,Dinobryon,spp.,109,109,8,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Cryptophyta,Komma,caudata,36,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Bacillariophyceae,Navicula,spp.,545,545,109,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Chlorophyta,Scenedesmus,bicaudatus,290,73,14,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Chlorophyta,Scenedesmus,acuminatus,145,36,8,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Chlorophyta,Scenedesmus,quadricauda,109,36,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Chlorophyta,Scenedesmus,bijuga,436,218,22,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Chlorophyta,Spermatozoopsis,exultans,73,73,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Bacillariophyceae,Synedra,spp.,327,327,26,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Euglenophyta,Trachelomonas,spp.,36,36,83,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/27/21,CHOWAN,14321-2021,Bacillariophyceae,Undetermined centric,spp.,908,908,127,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Chlorophyta,Ankistrodesmus,falcatus,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Cyanobacteria,Aphanizomenon,spp.,254,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Bacillariophyceae,Aulacoseira,spp.,436,73,87,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Chlorophyta,Coelastrum,spp.,73,36,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Bacillariophyceae,Cylindrotheca,closterium,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Cryptophyta,Komma,caudata,109,109,11,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Bacillariophyceae,Navicula,spp.,73,73,15,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Cyanobacteria,Pseudanabaena,spp.,290,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Chlorophyta,Scenedesmus,bijuga,73,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Chlorophyta,Selenastrum,spp.,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Bacillariophyceae,Skelotonema,potamos,145,36,9,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Cryptophyta,Teleaulax,amphioxeia,36,36,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/15/21,CHOWAN,14361-2021,Bacillariophyceae,Undetermined centric,spp.,472,472,66,36.05358,-76.68409
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/16/21,Chowan,14360-2021,Cryptophyta,Cryptomonas,spp.,36,36,47,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/16/21,Chowan,14360-2021,Cryptophyta,Komma,caudata,545,545,54,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/16/21,Chowan,14360-2021,Chrysophyceae,Ochromonas,spp.,290,290,17,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/16/21,Chowan,14360-2021,Chrysophyceae,Pseudopedinella,pyriforme,36,36,4,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/16/21,Chowan,14360-2021,Chlorophyta,Scenedesmus,bijuga,73,36,4,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/16/21,Chowan,14360-2021,Chlorophyta,Selenastrum,spp.,36,36,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/16/21,Chowan,14360-2021,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,11/16/21,Chowan,14360-2021,Bacillariophyceae,Undetermined centric,spp.,109,109,15,36.20983,-76.72677
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Chlorophyta,Ankistrodesmus,falcatus,218,218,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Bacillariophyceae,Aulacoseira,spp.,145,73,29,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Bacillariophyceae,Chaetoceros,spp.,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Chrysophyceae,Dinobryon,spp.,1089,1089,82,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Cryptophyta,Komma,caudata,109,109,11,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Bacillariophyceae,Navicula,spp.,145,145,29,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Bacillariophyceae,Nitzschia,acicularis,109,109,8,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Chrysophyceae,Ochromonas,spp.,726,726,44,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Cyanobacteria,Oscillatoria,spp.,726,36,18,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Chrysophyceae,Paulinella,ovalis,327,327,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Chlorophyta,Selenastrum,spp.,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Bacillariophyceae,Skelotonema,potamos,73,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Cryptophyta,Teleaulax,amphioxeia,36,36,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/07/21,CHOWAN,14391-2021,Bacillariophyceae,Undetermined centric,spp.,545,545,76,36.05358,-76.68409
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/15/21,Chowan,14400-2021,Cyanobacteria,Chroococcus,spp.,290,145,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/15/21,Chowan,14400-2021,Pyrrhophyta,Heterocapsa,rotundata,73,73,18,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/15/21,Chowan,14400-2021,Raphidophyceae,Heterosigma ,species,73,73,7,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/15/21,Chowan,14400-2021,Pyrrhophyta,Karlodinium,veneficum,36,36,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/15/21,Chowan,14400-2021,Cryptophyta,Komma,caudata,1198,1198,120,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/15/21,Chowan,14400-2021,Chrysophyceae,Mallomonas,caudata,145,145,128,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/15/21,Chowan,14400-2021,Chrysophyceae,Ochromonas,spp.,363,363,22,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/15/21,Chowan,14400-2021,Chrysophyceae,Paulinella,ovalis,1489,1489,15,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/15/21,Chowan,14400-2021,Chlorophyta,Selenastrum,spp.,145,145,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,12/15/21,Chowan,14400-2021,Bacillariophyceae,Undetermined centric,spp.,145,145,20,36.20983,-76.72677
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/16/22,CHOWAN,14538-2022,Cyanobacteria,Aphanizomenon,spp.,581,36,8,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/16/22,CHOWAN,14538-2022,Bacillariophyceae,Navicula,spp.,36,36,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/16/22,CHOWAN,14538-2022,Cyanobacteria,Pseudanabaena,spp.,581,36,6,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/16/22,CHOWAN,14538-2022,Chrysophyceae,Synura,spp.,436,436,174,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,01/16/22,CHOWAN,14538-2022,Bacillariophyceae,Undetermined centric,spp.,36,36,5,36.05358,-76.68409
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Cryptophyta,Cryptomonas,spp.,73,73,95,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Cyanobacteria,Cylindrospermopsis,raciborskii,254,36,2,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Pyrrhophyta,Gyrodinium,instriatum,36,36,270,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Pyrrhophyta,Karlodinium,veneficum,36,36,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Cryptophyta,Komma,caudata,145,145,14,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Chrysophyceae,Mallomonas,caudata,36,36,32,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Chrysophyceae,Ochromonas,spp.,36,36,2,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Chrysophyceae,Paulinella,ovalis,36,36,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Cyanobacteria,Pseudanabaena,spp.,944,36,9,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Euglenophyta,Trachelomonas,spp.,36,36,83,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,01/31/22,Chowan,14539-2022,Bacillariophyceae,Undetermined centric,spp.,36,36,5,36.20983,-76.72677
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/14/22,CHOWAN,14558-2022,Chlorophyta,Ankistrodesmus,falcatus,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/14/22,CHOWAN,14558-2022,Cryptophyta,Cryptomonas,spp.,36,36,47,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/14/22,CHOWAN,14558-2022,Cryptophyta,Komma,caudata,218,218,22,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/14/22,CHOWAN,14558-2022,Bacillariophyceae,Navicula,spp.,109,109,22,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/14/22,CHOWAN,14558-2022,Chlorophyta,Nephroselmis,species,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/14/22,CHOWAN,14558-2022,Chrysophyceae,Ochromonas,spp.,73,73,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/14/22,CHOWAN,14558-2022,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,02/14/22,CHOWAN,14558-2022,Bacillariophyceae,Undetermined centric,spp.,36,36,5,36.05358,-76.68409
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/21/22,Chowan,14559-2022,Cryptophyta,Cryptomonas,spp.,36,36,47,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/21/22,Chowan,14559-2022,Pyrrhophyta,Karlodinium,veneficum,36,36,5,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,02/21/22,Chowan,14559-2022,Cryptophyta,Komma,caudata,145,145,14,36.20983,-76.72677
